Handle,Title,Variant SKU,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Cost per item,Included / United States,Category,Category handle,Sub-category,Sub-category handle,Collection,Metafield: game_stats.players [single_line_text_field],Metafield: game_stats.time [single_line_text_field],Metafield: game_stats.age [single_line_text_field],Metafield: game_stats.baby_cthulhus [number_integer],Metafield: game_stats.game_type [single_line_text_field],Metafield: game_stats.theme [single_line_text_field],Status,Game Line,Game Line Handle
alternate-faction-acolytes,Alternate Faction Acolytes,CW-U12,Alternate Faction AcolytesNew sculpts for Faction AcolytesThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,200,shopify,10,deny,manual,33.99,49.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/Alternate-Faction-Acolytes.jpg,1,Alternate Faction Acolytes,FALSE,Alternate Faction Acolytes | Petersen Games,Alternate Faction AcolytesNew sculpts for Faction AcolytesThis expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
ancients-high-priest,Ancients High Priest,CW-E25,Ancients High PriestJUST a single Ancients colored High Priest!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,5,shopify,10,deny,manual,3.99,3.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/cropped-petersen-games-Logo.png,1,Ancients High Priest,FALSE,Ancients High Priest | Petersen Games,Ancients High PriestJUST a single Ancients colored High Priest!This expansion enhances your gaming experience with new strategic options and high-quality compon...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
arachne-solara,Arachne Solara,TGW-ARACHNE,"The goddess of the Great Compromise, Arachne Solara adds a new and unique win condition to the game - a Petersen Games EXCLUSIVE!",Petersen Games,The Gods War,"The Gods War, asymmetric,strategy,tactical,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,240,shopify,10,deny,manual,19.99,24.99,TRUE,TRUE,793611930476,https://petersengames.com/wp-content/uploads/2019/03/Arachne-Solara.jpg,1,Arachne Solara,FALSE,Arachne Solara | Petersen Games,"The goddess of the Great Compromise, Arachne Solara adds a new and unique win condition to the game - a Petersen Games EXCLUSIVE!",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Asymmetric Strategy,Mythology,active,The Gods War,the-gods-war
arachne-solara-vf,Arachne Solara VF,TGW-VF-ARACHNE,"The goddess of the Great Compromise, Arachne Solara adds a new and unique win condition to the game - a Petersen Games EXCLUSIVE! French Edition",Petersen Games,The Gods War,"The Gods War, asymmetric,strategy,tactical,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,240,shopify,10,deny,manual,19.99,24.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/TGW-VF-ARACHNE-Arachne-Solara.jpg,1,Arachne Solara VF,FALSE,Arachne Solara VF | Petersen Games,"The goddess of the Great Compromise, Arachne Solara adds a new and unique win condition to the game - a Petersen Games EXCLUSIVE! French Edition",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,expansions,n/a,n/a,n/a,n/a,Asymmetric Strategy,Mythology,active,The Gods War,the-gods-war
argus-blister-pack,Argus Blister Pack,RPG-PA-40,"It sees everything. It knows everything. It is the brain, soul, mind, and organizer of hell's legions. It is never surprised, and it is never taken aback. If you make any error, no matter how small, Argus will know it.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,96,shopify,10,deny,manual,8.99,14.99,TRUE,TRUE,793611931046,https://petersengames.com/wp-content/uploads/2020/12/argus.jpg,1,Argus Blister Pack,FALSE,Argus Blister Pack | Petersen Games,"It sees everything. It knows everything. It is the brain, soul, mind, and organizer of hell's legions. It is never surprised, and it is never taken aback. If yo...",,,,TRUE,Miniatures (New Primary Category),,Planet Apocalypse Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Apocalyptic Horror,active,Miniature Blister Pack,miniature-blister-pack
artifact-pack,Artifact Pack,EHP-3,Bling for your game - this replaces ALL resources (including both elder signs and the quantum-pixel resources from the Dark Ritual box) to plastic pieces in denominations of 1 and 3!,Petersen Games,Evil High Priest,"Evil High Priest, cosmic-horror,lovecraftian,horror,expansion,strategy,category-accessories,subcategory-tokens-markers",TRUE,,,,,,,600,shopify,10,deny,manual,49.99,49.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/Artifact-Pack.jpg,1,Artifact Pack,FALSE,Artifact Pack | Petersen Games,Bling for your game - this replaces ALL resources (including both elder signs and the quantum-pixel resources from the Dark Ritual box) to plastic pieces in denominati...,,,,TRUE,Bling & Accessories,category-accessories,Tokens & Markers,subcategory-tokens-markers,cthulhu-wars,n/a,n/a,n/a,n/a,Worker Placement,Cosmic Horror,active,Evil High Priest,evil-high-priest
atlach-nacha-blister-pack,Atlach Nacha Blister Pack,RPG-GOO2-N21,"Atlach Nacha- The Spider God bridges the Chasm of Eternity with his webs, and eagerly feeds upon those who interrupt his great task.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,183,shopify,10,deny,manual,8.99,14.99,TRUE,TRUE,793611929739,https://petersengames.com/wp-content/uploads/2019/11/AtlachNacha_BlisterPack.png,1,Atlach Nacha Blister Pack,FALSE,Atlach Nacha Blister Pack | Petersen Games,"Atlach Nacha- The Spider God bridges the Chasm of Eternity with his webs, and eagerly feeds upon those who interrupt his great task.",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
azathoth-blister-pack,Azathoth Blister Pack,RPG-F4-N5,"Azathoth- The Blind Idiot God. Stars explode and are born at its whim, as it whirls at the center of creation. Is it, in fact, the Big Bang given grim reality?",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,320,shopify,10,deny,manual,8.99,19.99,TRUE,TRUE,793611929746,https://petersengames.com/wp-content/uploads/2019/11/Azathoth_BlisterPack.png,1,Azathoth Blister Pack,FALSE,Azathoth Blister Pack | Petersen Games,"Azathoth- The Blind Idiot God. Stars explode and are born at its whim, as it whirls at the center of creation. Is it, in fact, the Big Bang given grim reality?",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
azathoth-faction-expansion-vf,Azathoth Faction Expansion (VF),CW-VF-F4,"The original Azathoth neutral Faction - very different from the Daemon Sultan. This expansion has an Independent Great Old One, four types of neutral Monsters, and is the only expansion in Cthulhu Wars with neutral Spellbooks that ANY player can earn. French Edition.",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1200,shopify,10,deny,manual,49.99,59.99,TRUE,TRUE,680569977540,https://petersengames.com/wp-content/uploads/2018/03/CW-VF-F4-Azathoth-Expansion-1.jpg,1,Azathoth Faction Expansion (VF),FALSE,Azathoth Faction Expansion (VF) | Petersen Games,"The original Azathoth neutral Faction - very different from the Daemon Sultan. This expansion has an Independent Great Old One, four types of neutral Monsters...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
azathoth-neutral-expansion,Azathoth Neutral Expansion,CW-F4,"The original Azathoth neutral Faction - very different from the Daemon Sultan. This expansion has an Independent Great Old One, four types of neutral Monsters, and is the only expansion in Cthulhu Wars with neutral Spellbooks that ANY player can earn!",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1340,shopify,10,deny,manual,49.99,59.99,TRUE,TRUE,680569977700,https://petersengames.com/wp-content/uploads/2019/03/CW-azathoth-box-1.jpg,1,Azathoth Neutral Expansion,FALSE,Azathoth Neutral Expansion | Petersen Games,"The original Azathoth neutral Faction - very different from the Daemon Sultan. This expansion has an Independent Great Old One, four types of neutral Monsters...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
baphomet-blister-pack,Baphomet Blister Pack,RPG-PA-15,Baphomet's wisdom is granted only to the truly depraved and servile. Who can pluck it off its red-hot wall?,Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,476,shopify,10,deny,manual,8.99,14.99,TRUE,TRUE,793611930841,https://petersengames.com/wp-content/uploads/2020/12/Baphomet.jpg,1,Baphomet Blister Pack,FALSE,Baphomet Blister Pack | Petersen Games,Baphomet's wisdom is granted only to the truly depraved and servile. Who can pluck it off its red-hot wall?,,,,TRUE,Miniatures (New Primary Category),,Planet Apocalypse Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Apocalyptic Horror,active,Miniature Blister Pack,miniature-blister-pack
battle-dice,Battle Dice,TGW-DICE,Battle Dice16 Custom Battle Dice with Troll Skulls! This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,The Gods War,"The Gods War, asymmetric,strategy,tactical,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,30,shopify,10,deny,manual,6.99,14.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/Battle-Dice-Pack.jpg,1,Battle Dice,FALSE,Battle Dice | Petersen Games,Battle Dice16 Custom Battle Dice with Troll Skulls! This expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,expansions,n/a,n/a,n/a,n/a,Asymmetric Strategy,Mythology,active,The Gods War,the-gods-war
battle-dice-200-dice-o3,Battle Dice - 200 Dice O3,CW-U24,Battle Dice - 200 Dice O3All Battle Dice Sets (except Bubastis and Daemon Sultan)This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,750,shopify,10,deny,manual,69.99,74.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2018/07/CW-U24-O3.png,1,Battle Dice - 200 Dice O3,FALSE,Battle Dice - 200 Dice O3 | Petersen Games,Battle Dice - 200 Dice O3All Battle Dice Sets (except Bubastis and Daemon Sultan)This expansion enhances your gaming experience with new strategic options and ...,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
battle-dice-240-dice-o4,Battle Dice - 240 Dice O4,CW-U24-O4,Battle Dice - 240 Dice O4All Battle Dice Sets (including Bubastis and Daemon Sultan)This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,1050,shopify,10,deny,manual,79.99,79.99,TRUE,TRUE,793611932609,https://petersengames.com/wp-content/uploads/2018/07/CW-U24-O4.png,1,Battle Dice - 240 Dice O4,FALSE,Battle Dice - 240 Dice O4 | Petersen Games,Battle Dice - 240 Dice O4All Battle Dice Sets (including Bubastis and Daemon Sultan)This expansion enhances your gaming experience with new strategic options a...,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
battle-dice-ancients,Battle Dice - Ancients,CW-U22,Battle Dice - AncientsBattle Dice - Ancients FactionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,94,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,793611932586,https://petersengames.com/wp-content/uploads/2019/03/CW-U22-Battle-Dice-Teal.jpg,1,Battle Dice - Ancients,FALSE,Battle Dice - Ancients | Petersen Games,Battle Dice - AncientsBattle Dice - Ancients FactionThis expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
battle-dice-black-goat,Battle Dice - Black Goat,CW-U15,Battle Dice - Black GoatBattle Dice - Black Goat FactionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,94,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,793611932517,https://petersengames.com/wp-content/uploads/2019/03/CW-U15-Battle-Dice-Red.jpg,1,Battle Dice - Black Goat,FALSE,Battle Dice - Black Goat | Petersen Games,Battle Dice - Black GoatBattle Dice - Black Goat FactionThis expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
battle-dice-bubastis,Battle Dice - Bubastis,CW-U34,Battle Dice - BubastisBattle Dice - Bubastis FactionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,94,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,793611931336,https://petersengames.com/wp-content/uploads/2019/03/cropped-petersen-games-Logo.png,1,Battle Dice - Bubastis,FALSE,Battle Dice - Bubastis | Petersen Games,Battle Dice - BubastisBattle Dice - Bubastis FactionThis expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
battle-dice-crawling-chaos,Battle Dice - Crawling Chaos,CW-U16,Battle Dice - Crawling ChaosBattle Dice - Crawling Chaos FactionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,94,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,793611932524,https://petersengames.com/wp-content/uploads/2019/03/CW-U16-Battle-Dice-Blue.jpg,1,Battle Dice - Crawling Chaos,FALSE,Battle Dice - Crawling Chaos | Petersen Games,Battle Dice - Crawling ChaosBattle Dice - Crawling Chaos FactionThis expansion enhances your gaming experience with new strategic options and high-quality compo...,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
battle-dice-cthulhu,Battle Dice - Cthulhu,CW-U14,Battle Dice - CthulhuBattle dice - Cthulhu FactionThis expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,94,shopify,10,deny,manual,9.99,14.99,TRUE,TRUE,793611932500,https://petersengames.com/wp-content/uploads/2019/03/CW-U14-Battle-Dice-Green.jpg,1,Battle Dice - Cthulhu,FALSE,Battle Dice - Cthulhu | Petersen Games,Battle Dice - CthulhuBattle dice - Cthulhu FactionThis expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
battle-dice-o1,Battle Dice O1,CW-E3,Battle Dice O1Custom Battle Dice from Onslaught 1This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,dice,accessories,category-accessories,subcategory-dice-sets",TRUE,,,,,,,60,shopify,10,deny,manual,9.99,11.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/cropped-petersen-games-Logo.png,1,Battle Dice O1,FALSE,Battle Dice O1 | Petersen Games,Battle Dice O1Custom Battle Dice from Onslaught 1This expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Bling & Accessories,category-accessories,Dice Sets,subcategory-dice-sets,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
